Base,State,CONUS/OCONUS,MAJCOM,NAF,Wing,Group,Unit
Barksdale Air Force Base,LA,CONUS,AFRC,10 AF,307 BOMB WING,307 OPERATIONS GROUP,307 OPERATIONS SUPPORT SQUADRON
Barksdale Air Force Base,LA,CONUS,AFRC,10 AF,307 BOMB WING,307 MISSION SUPPORT GROUP,307 SFS
Patrick Space Force Base,FL,CONUS,AFRC,10 AF,920 RESCUE WING,920 OPERATIONS GROUP,308 RESCUE SQUADRON
Buckley Space Force Base,CO,CONUS,AFRC,10 AF,310 SPACE WING,HQ,310 AEROSPACE MEDICINE FLIGHT
SCHRIEVER Air Force Base,CO,CONUS,AFRC,10 AF,310 SPACE WING,310 MISSION SUPPORT GROUP,310 FORCE SUPPORT SQUADRON
Buckley Space Force Base,CO,CONUS,AFRC,10 AF,310 SPACE WING,310 MISSION SUPPORT GROUP,310 FORCE SUPPORT SQUADRON (OL A)
SCHRIEVER Air Force Base,CO,CONUS,AFRC,10 AF,310 SPACE WING,310 MISSION SUPPORT GROUP,310 FORCE SUPPORT SQUADRON (OL LG00)
SCHRIEVER Air Force Base,CO,CONUS,AFRC,10 AF,310 SPACE WING,310 MISSION SUPPORT GROUP,310 FORCE SUPPORT SQUADRON (OL SC00)
SCHRIEVER Air Force Base,CO,CONUS,AFRC,10 AF,310 SPACE WING,310 OPERATIONS GROUP,310 OPERATIONS SUPPORT SQUADRON
SCHRIEVER Air Force Base,CO,CONUS,AFRC,10 AF,310 SPACE WING,310 MISSION SUPPORT GROUP,310 SFS
Hurlburt Field,FL,CONUS,AFRC,10 AF,919 SPECIAL OPERATIONS WING,919 SPECIAL OPERATIONS GROUP,311 SPECIAL OPS INTELL SQUADRON
Barksdale Air Force Base,LA,CONUS,AFRC,10 AF,307 BOMB WING,307 OPERATIONS GROUP,343 BOMB SQUADRON
Dyess Air Force Base,TX,CONUS,AFRC,10 AF,307 BOMB WING,489 BOMB GROUP,345 BOMB SQUADRON
Tinker Air Force Base,OK,CONUS,AFRC,10 AF,960 CYBERSPACE WING,860 CYBER OPERATIONS GROUP,35 COMBAT COMM SQUADRON
SCHRIEVER Air Force Base,CO,CONUS,AFRC,10 AF,926 WING,926 OPERATIONS GROUP,379 SPACE RANGE SQUADRON
Beale Air Force Base,CA,CONUS,AFRC,10 AF,655 INTL-SURVEIL-RECON WING,755 INTL-SURVEIL-RECON GROUP,38 INTELLIGENCE SQUADRON
PETERSON Air Force Base,CO,CONUS,AFRC,10 AF,310 SPACE WING,710 OPERATIONS GROUP,380 SPACE CONTROL SQUADRON
Patrick Space Force Base,FL,CONUS,AFRC,10 AF,920 RESCUE WING,920 OPERATIONS GROUP,39 RESCUE SQUADRON
Buckley Space Force Base,CO,CONUS,AFRC,10 AF,310 SPACE WING,710 OPERATIONS GROUP,4 SPACE WARNING SQUADRON
SEYMOUR JOHNSON Air Force Base,NC,CONUS,AFRC,10 AF,944 FIGHTER WING,414 FIGHTER GROUP,414 MAINTENANCE SQUADRON
SEYMOUR JOHNSON Air Force Base,NC,CONUS,AFRC,10 AF,944 FIGHTER WING,414 FIGHTER GROUP,414 MAINTENANCE SQUADRON (OL CRF0)
Hill Air Force Base,UT,CONUS,AFRC,10 AF,419 FIGHTER WING,419 MAINTENANCE GROUP,419 AIRCRAFT MAINT SQUADRON
Hill Air Force Base,UT,CONUS,AFRC,10 AF,419 FIGHTER WING,419 MISSION SUPPORT GROUP,419 CES
Hill Air Force Base,UT,CONUS,AFRC,10 AF,419 FIGHTER WING,419 MISSION SUPPORT GROUP,419 FORCE SUPPORT SQUADRON
Hill Air Force Base,UT,CONUS,AFRC,10 AF,419 FIGHTER WING,419 MISSION SUPPORT GROUP,419 FORCE SUPPORT SQUADRON (OL SC00)
Hill Air Force Base,UT,CONUS,AFRC,10 AF,419 FIGHTER WING,419 MISSION SUPPORT GROUP,419 LOGISTICS READINES SQUADRON
Hill Air Force Base,UT,CONUS,AFRC,10 AF,419 FIGHTER WING,419 MAINTENANCE GROUP,419 MAINTENANCE SQUADRON
Hill Air Force Base,UT,CONUS,AFRC,10 AF,419 FIGHTER WING,HQ,419 MEDICAL SQUADRON
Hill Air Force Base,UT,CONUS,AFRC,10 AF,419 FIGHTER WING,419 OPERATIONS GROUP,419 OPERATIONS SUPPORT SQUADRON
Hill Air Force Base,UT,CONUS,AFRC,10 AF,419 FIGHTER WING,419 MISSION SUPPORT GROUP,419 SFS
PETERSON Air Force Base,CO,CONUS,AFRC,10 AF,310 SPACE WING,710 OPERATIONS GROUP,42 COMBAT TS
Scott Air Force Base,IL,CONUS,AFRC,10 AF,960 CYBERSPACE WING,960 CYBER OPERATIONS GROUP,42 CYBER OPERATIONS SQUADRON
Joint Base Langley Eustis,VA,CONUS,AFRC,10 AF,655 INTL-SURVEIL-RECON WING,755 INTL-SURVEIL-RECON GROUP,42 INTELLIGENCE SQUADRON
Joint Base San Antonio Lackland AFB,TX,CONUS,AFRC,10 AF,960 CYBERSPACE WING,960 CYBER OPERATIONS GROUP,426 NETWORK WARFARE SQUADRON
Holloman Air Force Base,NM,CONUS,AFRC,10 AF,926 WING,726 OPERATIONS GROUP,429 ATTACK SQUADRON
Tyndall Air Force Base,FL,CONUS,AFRC,10 AF,301 FIGHTER WING,44 FIGHTER GROUP,44 AEROSPACE MEDICINE FLIGHT
Eglin Air Force Base,FL,CONUS,AFRC,10 AF,301 FIGHTER WING,44 FIGHTER GROUP,44 AEROSPACE MEDICINE FLIGHT (DET 1)
Tyndall Air Force Base,FL,CONUS,AFRC,10 AF,301 FIGHTER WING,44 FIGHTER GROUP,44 MAINTENANCE SQUADRON
Eglin Air Force Base,FL,CONUS,AFRC,10 AF,301 FIGHTER WING,44 FIGHTER GROUP,44 MAINTENANCE SQUADRON (DET 1)
Whiteman Air Force Base,MO,CONUS,AFRC,10 AF,442 FIGHTER WING,442 MAINTENANCE GROUP,442 AIRCRAFT MAINT SQUADRON
Whiteman Air Force Base,MO,CONUS,AFRC,10 AF,442 FIGHTER WING,442 MISSION SUPPORT GROUP,442 CES
Whiteman Air Force Base,MO,CONUS,AFRC,10 AF,442 FIGHTER WING,HQ,442 FIGHTER WING (DET 1)
Whiteman Air Force Base,MO,CONUS,AFRC,10 AF,442 FIGHTER WING,442 MISSION SUPPORT GROUP,442 FORCE SUPPORT SQUADRON
Moody Air Force Base,GA,CONUS,AFRC,10 AF,442 FIGHTER WING,442 MISSION SUPPORT GROUP,442 FORCE SUPPORT SQUADRON (OL A)
Whiteman Air Force Base,MO,CONUS,AFRC,10 AF,442 FIGHTER WING,442 MISSION SUPPORT GROUP,442 FORCE SUPPORT SQUADRON (OL SC00)
Whiteman Air Force Base,MO,CONUS,AFRC,10 AF,442 FIGHTER WING,442 MISSION SUPPORT GROUP,442 LOGISTICS READINES SQUADRON
Whiteman Air Force Base,MO,CONUS,AFRC,10 AF,442 FIGHTER WING,442 MAINTENANCE GROUP,442 MAINTENANCE SQUADRON
Whiteman Air Force Base,MO,CONUS,AFRC,10 AF,442 FIGHTER WING,HQ,442 MEDICAL SQUADRON
Whiteman Air Force Base,MO,CONUS,AFRC,10 AF,442 FIGHTER WING,442 OPERATIONS GROUP,442 OPERATIONS SUPPORT FLIGHT
Fort LEONARD WOOD TNG,MO,CONUS,AFRC,10 AF,442 FIGHTER WING,442 OPERATIONS GROUP,442 OPERATIONS SUPPORT FLIGHT (OL A)
Whiteman Air Force Base,MO,CONUS,AFRC,10 AF,442 FIGHTER WING,442 MISSION SUPPORT GROUP,442 SFS
FORT WORTH NAS JR Air Base Station,TX,CONUS,AFRC,10 AF,301 FIGHTER WING,301 OPERATIONS GROUP,457 FIGHTER SQUADRON
Hill Air Force Base,UT,CONUS,AFRC,10 AF,419 FIGHTER WING,419 OPERATIONS GROUP,466 FIGHTER SQUADRON
Davis-Monthan Air Force Base,AZ,CONUS,AFRC,10 AF,944 FIGHTER WING,924 FIGHTER GROUP,47 FIGHTER SQUADRON
Moody Air Force Base,GA,CONUS,AFRC,10 AF,442 FIGHTER WING,476 FIGHTER GROUP,476 AEROSPACE MEDICINE FLIGHT
Moody Air Force Base,GA,CONUS,AFRC,10 AF,442 FIGHTER WING,476 FIGHTER GROUP,476 MAINTENANCE SQUADRON
Joint Base Elmendorf-Richardson,AK,OCONUS,AFRC,10 AF,10 AF,477 FIGHTER GROUP,477 AEROSPACE MEDICINE FLIGHT
Joint Base Elmendorf-Richardson,AK,OCONUS,AFRC,10 AF,10 AF,477 FIGHTER GROUP,477 AIRCRAFT MAINT SQUADRON
Joint Base Elmendorf-Richardson,AK,OCONUS,AFRC,10 AF,10 AF,477 FIGHTER GROUP,477 FORCE SUPPORT SQUADRON
Joint Base Elmendorf-Richardson,AK,OCONUS,AFRC,10 AF,10 AF,477 FIGHTER GROUP,477 FORCE SUPPORT SQUADRON (OL LG00)
Joint Base Elmendorf-Richardson,AK,OCONUS,AFRC,10 AF,10 AF,477 FIGHTER GROUP,477 FORCE SUPPORT SQUADRON (OL SC00)
Joint Base Elmendorf-Richardson,AK,OCONUS,AFRC,10 AF,10 AF,477 FIGHTER GROUP,477 MAINTENANCE SQUADRON
Joint Base Elmendorf-Richardson,AK,OCONUS,AFRC,10 AF,10 AF,477 FIGHTER GROUP,477 OPERATIONS SUPPORT FLIGHT
Homestead Air Reserve Base,FL,CONUS,AFRC,10 AF,482 FIGHTER WING,482 MAINTENANCE GROUP,482 AIRCRAFT MAINT SQUADRON
Homestead Air Reserve Base,FL,CONUS,AFRC,10 AF,482 FIGHTER WING,482 MISSION SUPPORT GROUP,482 CES
Homestead Air Reserve Base,FL,CONUS,AFRC,10 AF,482 FIGHTER WING,482 MISSION SUPPORT GROUP,482 COMMUNICATIONS SQUADRON
Homestead Air Reserve Base,FL,CONUS,AFRC,10 AF,482 FIGHTER WING,482 MISSION SUPPORT GROUP,482 CONTRACTING FLIGHT
Homestead Air Reserve Base,FL,CONUS,AFRC,10 AF,482 FIGHTER WING,HQ,482 FIGHTER WING (OL FM00)
Homestead Air Reserve Base,FL,CONUS,AFRC,10 AF,482 FIGHTER WING,482 MISSION SUPPORT GROUP,482 FORCE SUPPORT SQUADRON
Homestead Air Reserve Base,FL,CONUS,AFRC,10 AF,482 FIGHTER WING,482 MISSION SUPPORT GROUP,482 LOGISTICS READINES SQUADRON
Homestead Air Reserve Base,FL,CONUS,AFRC,10 AF,482 FIGHTER WING,482 MAINTENANCE GROUP,482 MAINTENANCE SQUADRON
Homestead Air Reserve Base,FL,CONUS,AFRC,10 AF,482 FIGHTER WING,HQ,482 MEDICAL SQUADRON
Shaw Air Force Base,SC,CONUS,AFRC,10 AF,482 FIGHTER WING,482 OPERATIONS GROUP,482 OPERATIONS GROUP (DET 1)
Homestead Air Reserve Base,FL,CONUS,AFRC,10 AF,482 FIGHTER WING,482 OPERATIONS GROUP,482 OPERATIONS SUPPORT SQUADRON
Homestead Air Reserve Base,FL,CONUS,AFRC,10 AF,482 FIGHTER WING,482 MISSION SUPPORT GROUP,482 SFS
Dyess Air Force Base,TX,CONUS,AFRC,10 AF,307 BOMB WING,489 BOMB GROUP,489 AEROSPACE MEDICINE FLIGHT
Dyess Air Force Base,TX,CONUS,AFRC,10 AF,307 BOMB WING,489 BOMB GROUP,489 MAINTENANCE SQUADRON
Offutt Air Force Base,NE,CONUS,AFRC,10 AF,655 INTL-SURVEIL-RECON WING,655 INTL-SURVEIL-RECON GROUP,49 INTELLIGENCE SQUADRON
Hurlburt Field,FL,CONUS,AFRC,10 AF,919 SPECIAL OPERATIONS WING,919 SPECIAL OPERATIONS GROUP,5 SPECIAL OPERATIONS SQUADRON
Duke Field,FL,CONUS,AFRC,10 AF,919 SPECIAL OPERATIONS WING,919 SPECIAL OPERATIONS GROUP,5 SPECIAL OPERATIONS SQUADRON (DET 1)
Beale Air Force Base,CA,CONUS,AFRC,10 AF,655 INTL-SURVEIL-RECON WING,755 INTL-SURVEIL-RECON GROUP,50 INTELLIGENCE SQUADRON
Joint Base San Antonio Lackland AFB,TX,CONUS,AFRC,10 AF,960 CYBERSPACE WING,960 CYBER OPERATIONS GROUP,50 NETWORK WARFARE SQUADRON
Joint Base Langley Eustis,VA,CONUS,AFRC,10 AF,960 CYBERSPACE WING,860 CYBER OPERATIONS GROUP,51 NETWORK OPERATIONS SQUADRON
Fort George Meade,MD,CONUS,AFRC,10 AF,655 INTL-SURVEIL-RECON WING,655 INTL-SURVEIL-RECON GROUP,512 INTELLIGENCE SQUADRON
Tinker Air Force Base,OK,CONUS,AFRC,10 AF,10 AF,513 AIR CONTROL GROUP,513 AIRCRAFT MAINT SQUADRON
Tinker Air Force Base,OK,CONUS,AFRC,10 AF,10 AF,513 AIR CONTROL GROUP,513 MAINTENANCE SQUADRON
Tinker Air Force Base,OK,CONUS,AFRC,10 AF,10 AF,513 AIR CONTROL GROUP,513 OPERATIONS SUPPORT SQUADRON
Offutt Air Force Base,NE,CONUS,AFRC,10 AF,960 CYBERSPACE WING,960 CYBER OPERATIONS GROUP,52 NETWORK WARFARE SQUADRON
PETERSON Air Force Base,CO,CONUS,AFRC,10 AF,960 CYBERSPACE WING,860 CYBER OPERATIONS GROUP,53 NETWORK OPERATIONS SQUADRON
Robins Air Force Base,GA,CONUS,AFRC,10 AF,960 CYBERSPACE WING,860 CYBER OPERATIONS GROUP,55 COMBAT COMM SQUADRON
SCHRIEVER Air Force Base,CO,CONUS,AFRC,10 AF,310 SPACE WING,310 OPERATIONS GROUP,6 SPACE OPNS SQUADRON
Davis-Monthan Air Force Base,AZ,CONUS,AFRC,10 AF,10 AF,HQ,610 COMMAND-CONTROL SQUADRON
Joint Base Langley Eustis,VA,CONUS,AFRC,10 AF,655 INTL-SURVEIL-RECON WING,755 INTL-SURVEIL-RECON GROUP,63 INTELLIGENCE SQUADRON
Joint Base Langley Eustis,VA,CONUS,AFRC,10 AF,655 INTL-SURVEIL-RECON WING,755 INTL-SURVEIL-RECON GROUP,63 INTELLIGENCE SQUADRON
Wright-Patterson Air Force Base,OH,CONUS,AFRC,10 AF,655 INTL-SURVEIL-RECON WING,655 INTL-SURVEIL-RECON GROUP,64 INTELLIGENCE SQUADRON
Hill Air Force Base,UT,CONUS,AFRC,10 AF,419 FIGHTER WING,419 MISSION SUPPORT GROUP,67 AERIAL PORT SQUADRON
Maxwell Air Force Base Gunter Annex,AL,CONUS,AFRC,10 AF,960 CYBERSPACE WING,960 CYBER OPERATIONS GROUP,689 NETWORK OPERATIONS SQUADRON
Luke Air Force Base,AZ,CONUS,AFRC,10 AF,944 FIGHTER WING,944 OPERATIONS GROUP,69 FIGHTER SQUADRON
SCHRIEVER Air Force Base,CO,CONUS,AFRC,10 AF,310 SPACE WING,310 OPERATIONS GROUP,7 SPACE OPNS SQUADRON
Homestead Air Reserve Base,FL,CONUS,AFRC,10 AF,482 FIGHTER WING,482 MISSION SUPPORT GROUP,70 AERIAL PORT SQUADRON
March Joint Air Reserve Base,CA,CONUS,AFRC,10 AF,10 AF,610 AIR OPERATIONS GROUP,701 COMBAT OPERATIONS SQUADRON
Joint Base Pearl HAir Reserve Baseor-Hickam,HI,OCONUS,AFRC,10 AF,10 AF,610 AIR OPERATIONS GROUP,701 COMBAT OPERATIONS SQUADRON (DET 1)
Nellis Air Force Base,NV,CONUS,AFRC,10 AF,926 WING,926 OPERATIONS GROUP,706 FIGHTER SQUADRON
Barksdale Air Force Base,LA,CONUS,AFRC,10 AF,307 BOMB WING,307 MAINTENANCE GROUP,707 MAINTENANCE SQUADRON
Wright-Patterson Air Force Base,OH,CONUS,AFRC,10 AF,655 INTL-SURVEIL-RECON WING,655 INTL-SURVEIL-RECON GROUP,71 INTELLIGENCE SQUADRON
Joint Base Langley Eustis,VA,CONUS,AFRC,10 AF,10 AF,610 AIR OPERATIONS GROUP,710 COMBAT OPERATIONS SQUADRON
Shaw Air Force Base,SC,CONUS,AFRC,10 AF,10 AF,610 AIR OPERATIONS GROUP,710 COMBAT OPERATIONS SQUADRON (DET 1)
Robins Air Force Base,GA,CONUS,AFRC,10 AF,960 CYBERSPACE WING,860 CYBER OPERATIONS GROUP,710 NETWORK OPERATIONS SQUADRON
Buckley Space Force Base,CO,CONUS,AFRC,10 AF,310 SPACE WING,310 MISSION SUPPORT GROUP,710 SFS
Duke Field,FL,CONUS,AFRC,10 AF,919 SPECIAL OPERATIONS WING,919 SPECIAL OPERATIONS GROUP,711 SPECIAL OPERATIONS SQUADRON
Beale Air Force Base,CA,CONUS,AFRC,10 AF,10 AF,610 AIR OPERATIONS GROUP,713 COMBAT OPERATIONS SQUADRON
Joint Base Pearl HAir Reserve Baseor-Hickam,HI,OCONUS,AFRC,10 AF,10 AF,610 AIR OPERATIONS GROUP,713 COMBAT OPERATIONS SQUADRON (DET 1)
Shaw Air Force Base,SC,CONUS,AFRC,10 AF,10 AF,610 AIR OPERATIONS GROUP,713 COMBAT OPERATIONS SQUADRON (DET 2)
Hurlburt Field,FL,CONUS,AFRC,10 AF,960 CYBERSPACE WING,860 CYBER OPERATIONS GROUP,717 INFO OPNS SQUADRON
Joint Base Langley Eustis,VA,CONUS,AFRC,10 AF,655 INTL-SURVEIL-RECON WING,755 INTL-SURVEIL-RECON GROUP,718 INTELLIGENCE SQUADRON
Patrick Space Force Base,FL,CONUS,AFRC,10 AF,920 RESCUE WING,920 MAINTENANCE GROUP,720 AIRCRAFT MAINT SQUADRON
Davis-Monthan Air Force Base,AZ,CONUS,AFRC,10 AF,920 RESCUE WING,920 MISSION SUPPORT GROUP,720 SFS
Creech Air Force Base,NV,CONUS,AFRC,10 AF,926 WING,726 OPERATIONS GROUP,726 OPERATIONS GROUP (DET 1)
FORT WORTH NAS JR Air Base Station,TX,CONUS,AFRC,10 AF,301 FIGHTER WING,301 MISSION SUPPORT GROUP,73 AERIAL PORT SQUADRON
Moody Air Force Base,GA,CONUS,AFRC,10 AF,442 FIGHTER WING,476 FIGHTER GROUP,76 FIGHTER SQUADRON
Creech Air Force Base,NV,CONUS,AFRC,10 AF,926 WING,726 OPERATIONS GROUP,78 ATTACK SQUADRON
Buckley Space Force Base,CO,CONUS,AFRC,10 AF,310 SPACE WING,710 OPERATIONS GROUP,8 SPACE WARNING SQUADRON
Offutt Air Force Base,NE,CONUS,AFRC,10 AF,655 INTL-SURVEIL-RECON WING,755 INTL-SURVEIL-RECON GROUP,820 INTELLIGENCE SQUADRON
Eglin Air Force Base,FL,CONUS,AFRC,10 AF,926 WING,926 OPERATIONS GROUP,84 TEST AND EVALUATION SQUADRON
Hill Air Force Base,UT,CONUS,AFRC,10 AF,926 WING,926 OPERATIONS GROUP,84 TEST AND EVALUATION SQUADRON (OL TES)
Joint Base San Antonio Lackland AFB,TX,CONUS,AFRC,10 AF,960 CYBERSPACE WING,960 CYBER OPERATIONS GROUP,854 COMBAT OPERATIONS SQUADRON
Duke Field,FL,CONUS,AFRC,10 AF,919 SPECIAL OPERATIONS WING,919 SPECIAL OPERATIONS GROUP,859 SPECIAL OPERATIONS SQUADRON
Vandenberg Air Force Base,CA,CONUS,AFRC,10 AF,310 SPACE WING,310 OPERATIONS GROUP,9 COMBAT OPERATIONS SQUADRON
Creech Air Force Base,NV,CONUS,AFRC,10 AF,926 WING,726 OPERATIONS GROUP,91 ATTACK SQUADRON
Duke Field,FL,CONUS,AFRC,10 AF,919 SPECIAL OPERATIONS WING,919 SPEC OPS MAINT GROUP,919 SPEC OPS ACFT MAIN SQUADRON
Duke Field,FL,CONUS,AFRC,10 AF,919 SPECIAL OPERATIONS WING,919 SPEC OPS MSN SPT GROUP,919 SPEC OPS CIV ENG SQUADRON
Duke Field,FL,CONUS,AFRC,10 AF,919 SPECIAL OPERATIONS WING,919 SPEC OPS MSN SPT GROUP,919 SPEC OPS COMM SQUADRON
Duke Field,FL,CONUS,AFRC,10 AF,919 SPECIAL OPERATIONS WING,919 SPEC OPS MSN SPT GROUP,919 SPEC OPS FRC SPT SQUADRON
Duke Field,FL,CONUS,AFRC,10 AF,919 SPECIAL OPERATIONS WING,919 SPEC OPS MSN SPT GROUP,919 SPEC OPS LOG READ SQUADRON
Duke Field,FL,CONUS,AFRC,10 AF,919 SPECIAL OPERATIONS WING,919 SPEC OPS MAINT GROUP,919 SPEC OPS MAINT SQUADRON
Duke Field,FL,CONUS,AFRC,10 AF,919 SPECIAL OPERATIONS WING,HQ,919 SPEC OPS MED OPS SQUADRON
Duke Field,FL,CONUS,AFRC,10 AF,919 SPECIAL OPERATIONS WING,919 SPEC OPS MSN SPT GROUP,919 SPEC OPS SEC FORCE SQUADRON
Duke Field,FL,CONUS,AFRC,10 AF,919 SPECIAL OPERATIONS WING,919 SPECIAL OPERATIONS GROUP,919 SPECIAL OP SPT SQUADRON
Hurlburt Field,FL,CONUS,AFRC,10 AF,919 SPECIAL OPERATIONS WING,919 SPECIAL OPERATIONS GROUP,919 SPECIAL OPERATIONS GROUP (DET 1)
Fort WALTON BEACH City,FL,CONUS,AFRC,10 AF,919 SPECIAL OPERATIONS WING,919 SPECIAL OPERATIONS GROUP,919 SPECIAL OPERATIONS GROUP (DET 2)
Duke Field,FL,CONUS,AFRC,10 AF,919 SPECIAL OPERATIONS WING,HQ,919 SPECIAL OPERATIONS WING (OL FM00)
Patrick Space Force Base,FL,CONUS,AFRC,10 AF,920 RESCUE WING,HQ,920 AEROMED STG SQUADRON
Joint Base Langley Eustis,VA,CONUS,AFRC,10 AF,920 RESCUE WING,HQ,920 AEROSPACE MEDICINE SQUADRON
Patrick Space Force Base,FL,CONUS,AFRC,10 AF,920 RESCUE WING,920 MAINTENANCE GROUP,920 AIRCRAFT MAINT SQUADRON
Patrick Space Force Base,FL,CONUS,AFRC,10 AF,920 RESCUE WING,920 MISSION SUPPORT GROUP,920 COMMUNICATIONS FLIGHT
Patrick Space Force Base,FL,CONUS,AFRC,10 AF,920 RESCUE WING,920 MISSION SUPPORT GROUP,920 FORCE SUPPORT SQUADRON
Davis-Monthan Air Force Base,AZ,CONUS,AFRC,10 AF,920 RESCUE WING,920 MISSION SUPPORT GROUP,920 FORCE SUPPORT SQUADRON (OL A)
Patrick Space Force Base,FL,CONUS,AFRC,10 AF,920 RESCUE WING,920 MISSION SUPPORT GROUP,920 LOGISTICS READINES SQUADRON
Patrick Space Force Base,FL,CONUS,AFRC,10 AF,920 RESCUE WING,920 MAINTENANCE GROUP,920 MAINTENANCE SQUADRON
Patrick Space Force Base,FL,CONUS,AFRC,10 AF,920 RESCUE WING,920 OPERATIONS GROUP,920 OPERATIONS SUPPORT SQUADRON
Patrick Space Force Base,FL,CONUS,AFRC,10 AF,920 RESCUE WING,920 MISSION SUPPORT GROUP,920 SFS
Davis-Monthan Air Force Base,AZ,CONUS,AFRC,10 AF,944 FIGHTER WING,924 FIGHTER GROUP,924 AIRCRAFT MAINT SQUADRON
Davis-Monthan Air Force Base,AZ,CONUS,AFRC,10 AF,944 FIGHTER WING,924 FIGHTER GROUP,924 MAINTENANCE SQUADRON
Davis-Monthan Air Force Base,AZ,CONUS,AFRC,10 AF,944 FIGHTER WING,924 FIGHTER GROUP,924 OPERATIONS SUPPORT FLIGHT
Nellis Air Force Base,NV,CONUS,AFRC,10 AF,926 WING,HQ,926 AEROSPACE MEDICINE SQUADRON
Nellis Air Force Base,NV,CONUS,AFRC,10 AF,926 WING,HQ,926 AIRCRAFT MAINT SQUADRON
Nellis Air Force Base,NV,CONUS,AFRC,10 AF,926 WING,HQ,926 CEF
Nellis Air Force Base,NV,CONUS,AFRC,10 AF,926 WING,HQ,926 FORCE SUPPORT SQUADRON
Nellis Air Force Base,NV,CONUS,AFRC,10 AF,926 WING,HQ,926 FORCE SUPPORT SQUADRON (OL LG00)
Nellis Air Force Base,NV,CONUS,AFRC,10 AF,926 WING,HQ,926 FORCE SUPPORT SQUADRON (OL SC00)
Hurlburt Field,FL,CONUS,AFRC,10 AF,926 WING,926 OPERATIONS GROUP,926 OPERATIONS GROUP (DET 1)
SCHRIEVER Air Force Base,CO,CONUS,AFRC,10 AF,926 WING,926 OPERATIONS GROUP,926 OPERATIONS GROUP (OL OPG)
Nellis Air Force Base,NV,CONUS,AFRC,10 AF,926 WING,HQ,926 SFS
Barksdale Air Force Base,LA,CONUS,AFRC,10 AF,307 BOMB WING,307 OPERATIONS GROUP,93 BOMB SQUADRON
Homestead Air Reserve Base,FL,CONUS,AFRC,10 AF,482 FIGHTER WING,482 OPERATIONS GROUP,93 FIGHTER SQUADRON
Davis-Monthan Air Force Base,AZ,CONUS,AFRC,10 AF,920 RESCUE WING,943 RESCUE GROUP,943 AEROSPACE MEDICINE SQUADRON
Davis-Monthan Air Force Base,AZ,CONUS,AFRC,10 AF,920 RESCUE WING,943 RESCUE GROUP,943 MAINTENANCE SQUADRON
Davis-Monthan Air Force Base,AZ,CONUS,AFRC,10 AF,920 RESCUE WING,943 RESCUE GROUP,943 MISSION SUPPORT FLIGHT
PORTLAND INTL JAP,OR,CONUS,AFRC,10 AF,920 RESCUE WING,943 RESCUE GROUP,943 MISSION SUPPORT FLIGHT (OL ANG)
Davis-Monthan Air Force Base,AZ,CONUS,AFRC,10 AF,920 RESCUE WING,943 RESCUE GROUP,943 MISSION SUPPORT FLIGHT (OL SC00)
Davis-Monthan Air Force Base,AZ,CONUS,AFRC,10 AF,920 RESCUE WING,943 RESCUE GROUP,943 OPERATIONS SUPPORT FLIGHT
Luke Air Force Base,AZ,CONUS,AFRC,10 AF,944 FIGHTER WING,HQ,944 AEROMED STG SQUADRON
Luke Air Force Base,AZ,CONUS,AFRC,10 AF,944 FIGHTER WING,944 MAINTENANCE GROUP,944 AIRCRAFT MAINT SQUADRON
Luke Air Force Base,AZ,CONUS,AFRC,10 AF,944 FIGHTER WING,944 MISSION SUPPORT GROUP,944 CES
Luke Air Force Base,AZ,CONUS,AFRC,10 AF,944 FIGHTER WING,944 MISSION SUPPORT GROUP,944 FORCE SUPPORT SQUADRON
Davis-Monthan Air Force Base,AZ,CONUS,AFRC,10 AF,944 FIGHTER WING,944 MISSION SUPPORT GROUP,944 FORCE SUPPORT SQUADRON (OL A)
Luke Air Force Base,AZ,CONUS,AFRC,10 AF,944 FIGHTER WING,944 MISSION SUPPORT GROUP,944 FORCE SUPPORT SQUADRON (OL SC00)
Luke Air Force Base,AZ,CONUS,AFRC,10 AF,944 FIGHTER WING,944 MISSION SUPPORT GROUP,944 LOGISTICS READINES SQUADRON
Luke Air Force Base,AZ,CONUS,AFRC,10 AF,944 FIGHTER WING,944 MAINTENANCE GROUP,944 MAINTENANCE SQUADRON
Luke Air Force Base,AZ,CONUS,AFRC,10 AF,944 FIGHTER WING,944 MAINTENANCE GROUP,944 MAINTENANCE SQUADRON (OL CRF0)
Luke Air Force Base,AZ,CONUS,AFRC,10 AF,944 FIGHTER WING,HQ,944 MEDICAL SQUADRON
Holloman Air Force Base,NM,CONUS,AFRC,10 AF,944 FIGHTER WING,944 OPERATIONS GROUP,944 OPERATIONS GROUP (DET 1)
Luke Air Force Base,AZ,CONUS,AFRC,10 AF,944 FIGHTER WING,944 OPERATIONS GROUP,944 OPERATIONS GROUP (DET 2)
Eglin Air Force Base,FL,CONUS,AFRC,10 AF,944 FIGHTER WING,944 OPERATIONS GROUP,944 OPERATIONS GROUP (OL F35)
Luke Air Force Base,AZ,CONUS,AFRC,10 AF,944 FIGHTER WING,944 OPERATIONS GROUP,944 OPERATIONS SUPPORT FLIGHT
Luke Air Force Base,AZ,CONUS,AFRC,10 AF,944 FIGHTER WING,944 MISSION SUPPORT GROUP,944 SFS
Joint Base San Antonio Lackland AFB,TX,CONUS,AFRC,10 AF,960 CYBERSPACE WING,960 CYBER OPERATIONS GROUP,960 OPERATIONS SUPPORT FLIGHT
